session_id,window_duration_s,pressure_hpa,pressure_delta_hpa,pressure_variance,altitude_change_m,city_baseline_pressure,mag_x,mag_y,mag_z,mag_variance_total,mag_distortion_score,gnss_accuracy_m,hdop,satellite_count,gnss_signal_drop,weather_condition,time_of_day,label_ground_truth
9552c029-8818-4245-b32a-fcf3bb47765e,60.0,1016.009,0.3561,0.441163,-2.956,1015.653,11.0452,-22.3868,51.3916,86.471229,0.8255,23.66,4.07,9,False,overcast,night,underground
7e4c6c08-59b7-437c-a2a7-da99feb57e4f,60.0,1000.921,1.569,0.107608,-13.023,999.352,48.7582,-5.8899,50.9475,31.46269,0.571,16.26,3.07,6,False,overcast,evening,street_level
e7a47efc-84e5-4006-a6ea-3f1951ff8ffb,60.0,1001.024,-0.1303,0.048589,1.081,1001.154,6.8784,9.1681,34.4084,11.640899,0.5318,33.52,1.15,9,False,rain,afternoon,street_level
e3b3c6a5-2f4b-49e8-82e2-8fcfcde5add0,60.0,1009.959,-1.6057,0.576062,13.327,1011.564,38.1484,-3.405,53.5584,109.534993,0.7917,13.19,2.87,20,False,rain,night,above
82a12a5d-bf4c-4638-9c67-05a576f5bcd9,60.0,1008.468,-2.0539,0.429324,17.047,1010.522,-7.0984,7.6811,66.6,15.34192,0.8333,24.24,3.34,14,False,rain,night,street_level
cd1b9d44-d779-49d6-9c24-6c0bb4fdb959,60.0,1015.219,-0.4068,0.102099,3.377,1015.625,52.0262,-25.3023,29.2686,50.947655,1.0,15.4,1.23,11,False,rain,night,above
2c52942c-d55a-44af-8328-a58bb5f6516b,60.0,995.124,-0.8383,0.174312,6.958,995.962,41.0327,-18.8289,64.2674,43.074971,0.5975,5.38,2.08,15,False,clear,evening,above
7e2aa5e6-63bb-4cfe-8c1c-da3def1943fa,60.0,999.734,-0.9475,0.470259,7.864,1000.682,12.4123,-24.5262,35.3295,77.871881,0.8207,50.18,6.48,2,True,overcast,morning,above
8ebd3bf1-0b4b-4b1f-bcea-da199161782b,60.0,1015.75,1.6129,0.452983,-13.387,1014.137,20.8345,17.2519,60.2152,30.723274,0.5234,72.33,9.25,1,True,clear,evening,street_level
0a86f36a-4c19-465e-b4ef-d8a5034da1ce,60.0,1010.667,0.2632,0.040214,-2.185,1010.404,27.9544,-31.9921,68.3396,26.035053,0.2547,45.65,1.81,4,True,overcast,morning,street_level
ad2b4099-ee85-4891-970b-1d50d29d9396,60.0,998.256,-1.1189,0.504941,9.287,999.375,16.4502,-18.3473,27.0249,85.471602,0.8475,17.08,1.38,17,False,overcast,night,above
2b8b42cf-2e18-45cd-a95c-e521401a2ffe,60.0,1006.099,0.6615,0.413915,-5.491,1005.437,14.0086,-32.6992,20.4318,37.325364,0.5575,93.56,12.32,0,True,rain,morning,underground
787fb906-d2e3-4f12-9d06-32db092dac21,60.0,1001.085,0.1164,0.097347,-0.966,1000.969,34.9189,4.3115,44.1659,61.331353,1.0,7.24,3.08,12,False,clear,evening,street_level
7422d130-74ac-4385-91e5-a84873a65197,60.0,1013.225,0.3326,0.086633,-2.761,1012.892,21.1161,27.079,39.5299,68.875396,0.0113,12.26,4.3,20,False,overcast,afternoon,street_level
bb3730ab-a949-4a08-b216-cf1cab4c5ff1,60.0,1014.721,-0.4162,0.117863,3.455,1015.138,6.2893,-27.1336,45.7246,105.235861,0.7038,77.3,9.91,0,True,rain,night,underground
eb8bc93f-dfdb-4e55-8897-434a13a0bb7a,60.0,1016.289,0.9452,0.366601,-7.845,1015.344,33.6763,-24.4264,46.5181,51.620942,1.0,42.96,12.89,0,True,overcast,afternoon,underground
bf37b311-0398-411b-b1b3-53b9b54e7189,60.0,997.276,-0.2274,0.482939,1.887,997.504,10.7374,-27.1837,53.4968,33.169834,0.7704,70.97,10.28,0,True,clear,night,underground
6ca301aa-b0ea-4b22-b54f-ead2b7e52613,60.0,1012.334,-0.4914,0.043904,4.079,1012.825,54.6807,-20.5545,51.1331,13.293936,0.7141,21.67,1.0,9,False,rain,night,street_level
28b69d4e-9b62-4285-abc4-cdfd3137337d,60.0,1011.308,0.207,0.063143,-1.718,1011.101,34.9992,-24.9715,39.6038,40.321872,0.7467,60.08,10.89,0,True,clear,afternoon,street_level
1cc834b2-9cf8-4a7e-8629-e8d557806d95,60.0,1002.901,-0.303,0.145941,2.515,1003.204,19.1788,-16.3148,41.3506,71.497761,0.8654,40.2,5.21,7,False,rain,evening,underground
32a3c5bc-0616-4982-8e39-30569caf6c0b,60.0,992.562,0.2773,0.660446,-2.301,992.285,22.1329,-5.4943,39.2826,117.520795,0.7682,51.68,10.37,0,True,clear,night,underground
57e8278e-9fb0-4057-acd1-7f5486766951,60.0,994.372,-0.0162,0.667979,0.135,994.388,22.6074,24.6153,28.8445,54.004684,0.668,13.88,2.92,5,False,rain,morning,underground
18500973-5e19-4d70-9b4e-a6e764569131,60.0,1001.975,0.1634,0.333078,-1.356,1001.812,29.5303,-16.4091,12.3037,90.457843,0.6412,65.56,8.76,0,True,overcast,night,underground
28ce1509-9eb1-4b77-b744-c7f763147c10,60.0,1005.306,0.5738,0.387668,-4.762,1004.732,20.8318,-5.6812,35.9921,79.434109,0.6595,33.86,5.91,15,False,clear,evening,underground
fda0d17d-8bbb-4023-9504-42158598642c,60.0,993.779,-0.1416,0.103764,1.175,993.921,45.2902,-15.7238,46.1539,29.315231,1.0,33.56,0.58,4,False,overcast,morning,street_level
89bbbe05-2b49-42df-a53f-78335946969b,60.0,1005.665,0.1297,0.081224,-1.077,1005.536,21.5241,-7.8395,40.2718,14.378097,0.0,10.81,2.72,19,False,rain,morning,street_level
a64e273d-60ca-40ab-8c50-a93e73344d70,60.0,1001.771,-0.9885,0.373077,8.205,1002.76,23.8503,-24.8373,33.7928,42.217999,0.5987,17.42,1.32,13,False,clear,afternoon,above
e2adaad3-b55b-4de2-b7de-d2e3144d55a9,60.0,1008.555,-0.7856,0.144228,6.52,1009.34,30.1065,-23.9157,42.892,81.856208,1.0,55.78,9.73,3,True,clear,afternoon,above
67d4e87e-3975-4b9e-bcc7-a10f8b6c9782,60.0,1003.244,0.3879,0.539344,-3.22,1002.856,32.424,-19.5711,50.425,41.134076,0.5239,19.63,14.6,0,True,overcast,night,underground
b116eade-f4bb-413e-86f1-c0b625d8f4eb,60.0,994.782,0.3346,0.603039,-2.777,994.447,16.6074,-10.7012,28.0039,52.685357,0.9218,60.4,8.8,0,True,clear,night,underground
29b373d8-85c1-4789-8001-765b09441f74,60.0,1000.571,-1.2357,0.284457,10.256,1001.807,14.0046,-53.6771,18.3304,43.514045,1.0,18.12,0.05,14,False,clear,afternoon,above
75146977-a03b-4105-8927-4febf6d646e5,60.0,1007.417,-0.6417,0.348439,5.326,1008.059,19.2941,-7.2514,13.1402,118.70598,0.5033,15.0,3.75,4,True,overcast,night,above
93b71dd4-125f-4df9-8267-17b76e767568,60.0,1000.416,0.7569,0.243243,-6.282,999.659,33.0023,-3.4065,39.2769,100.208082,0.749,14.96,4.29,7,False,clear,afternoon,underground
158fecdc-f8d5-47fe-b776-a26d04759593,60.0,1018.507,0.7761,0.408668,-6.441,1017.731,47.4434,-18.6301,43.7978,61.741269,0.7095,47.4,13.04,1,True,overcast,night,underground
d3f5405d-1c64-4503-a780-25a6934db56e,60.0,1008.183,0.6409,0.171342,-5.319,1007.542,34.0099,-2.1322,35.8898,80.436476,0.7162,22.52,5.57,5,False,clear,afternoon,underground
1492125a-c366-4218-aa01-caffe1ef5bc8,60.0,999.133,-0.9425,0.647447,7.823,1000.075,18.9431,-3.5952,30.1815,29.461729,0.6174,71.3,5.72,3,True,rain,morning,street_level
50fb699f-d374-48a3-9f5c-c53b0e5e6c86,60.0,1013.397,-0.8218,0.263339,6.821,1014.219,14.2166,-7.1361,41.6072,79.883082,0.2985,8.51,2.62,15,False,clear,afternoon,above
1fec2e74-0581-4c54-be13-b9506c2f8dd3,60.0,995.217,0.5827,0.45938,-4.836,994.635,11.3108,-21.3656,14.9473,67.875835,0.4336,96.68,9.94,0,True,rain,afternoon,underground
65024370-1c44-472c-bcc5-23bab2d62ada,60.0,990.901,0.2541,0.692065,-2.109,990.647,44.2604,-15.1449,28.4124,55.146995,0.6248,9.12,6.06,0,False,clear,evening,underground
642b27e8-973b-4121-9320-22a4c7c57794,60.0,1009.225,-1.0715,0.506708,8.894,1010.296,14.2478,2.6811,48.0379,92.171587,0.2209,7.39,1.09,18,False,rain,evening,above
7abceb7b-e35c-45d7-9ca8-b49c24a51c24,60.0,997.595,-0.403,0.471408,3.345,997.998,5.5933,-5.7059,27.3289,68.12169,0.4544,8.43,1.95,10,False,rain,night,above
9d71e5a0-e0c7-46c5-a6e7-298aa92224c8,60.0,996.133,-0.6538,0.461936,5.427,996.787,8.8287,-10.7867,48.6996,118.75777,0.3988,15.42,1.28,10,False,clear,evening,above
510bf1f6-4d7d-49eb-8a0f-26808e780672,60.0,996.036,0.2039,0.197487,-1.693,995.832,25.6143,-0.2509,31.7014,67.21614,0.658,58.41,8.84,1,True,rain,afternoon,underground
5e8f9356-5b49-4df9-90a2-5d3b32700978,60.0,995.756,-0.8213,0.208881,6.817,996.577,4.8344,11.0436,34.8346,53.163594,0.3798,3.95,2.7,3,False,overcast,evening,above
77840192-0d09-4478-8b98-4292e82d558c,60.0,1009.564,-0.464,0.335768,3.851,1010.028,18.8184,-9.8783,41.1729,31.853248,0.3143,52.23,10.67,0,True,overcast,morning,above
90df769e-f59b-49be-a221-eb427b86cd63,60.0,1008.949,-0.664,0.246186,5.512,1009.613,18.3637,4.5172,26.1651,74.947377,0.5316,47.01,4.25,0,True,clear,evening,above
cb7655cc-33ff-415e-ac48-2efc8694e5fe,60.0,1005.908,-0.2923,0.068693,2.426,1006.2,-9.6898,0.4055,50.8664,47.487578,0.9168,13.18,-0.04,13,False,clear,evening,street_level
6a60e77f-a909-44f9-8000-b0006ede3e3f,60.0,1000.001,0.0831,0.030777,-0.689,999.918,13.899,-12.4547,50.0644,-10.879728,0.6041,60.97,7.06,2,True,clear,evening,street_level
540fd42b-83a5-47ce-b94c-017647020c6b,60.0,1002.095,0.1059,0.404906,-0.879,1001.989,30.1334,-28.0512,61.6621,51.168036,0.3419,6.95,2.82,14,False,clear,night,above
9a0885cc-e5ff-4721-8906-6872aa0953fb,60.0,1012.817,0.9216,0.443283,-7.65,1011.896,48.5133,-33.8234,26.9675,85.606729,0.929,34.1,16.38,1,True,overcast,afternoon,underground
dc3c163d-bafc-4179-99d2-d442afad9691,60.0,1000.355,-1.0412,0.365734,8.642,1001.396,17.3302,-39.3263,26.2358,60.368352,0.4979,11.56,2.47,15,False,rain,night,above
1d52eed3-3b34-4c7b-82b9-2fad4ee40d32,60.0,1005.248,0.1533,0.070178,-1.272,1005.094,-0.9824,-13.7646,20.5203,54.132752,0.3676,50.7,14.82,3,True,rain,afternoon,street_level
8b72009c-1b74-40f0-89aa-5f2a9c9af602,60.0,1011.771,-0.6164,0.469275,5.117,1012.388,25.1177,10.2074,49.4514,-4.086104,0.3416,51.88,10.93,5,True,clear,night,above
69548f1f-33a4-4438-944f-97483357e96d,60.0,1011.29,0.9709,0.383145,-8.058,1010.319,24.5855,-1.7285,50.8873,86.268493,0.775,23.51,3.6,2,False,clear,afternoon,underground
619adbdf-0d0c-41bc-9d1e-1fc0b909888a,60.0,996.705,0.8798,0.137231,-7.302,995.825,34.862,-1.4108,46.8014,26.350774,0.6636,61.48,12.53,0,True,rain,morning,underground
0b7704df-4640-4a29-98c1-f2a5334fc1ce,60.0,1010.873,0.9682,0.585748,-8.036,1009.905,21.8834,-20.4771,38.7808,68.77302,0.8272,76.82,15.69,1,True,clear,night,underground
ff57fc01-6e24-45fd-a935-a2633b243429,60.0,1014.447,0.7998,0.073065,-6.638,1013.648,24.829,-37.6312,16.2075,30.009176,0.386,6.33,2.6,15,False,clear,night,street_level
d116d38e-2532-422b-b592-17e72338921c,60.0,1001.707,-0.6926,0.424866,5.749,1002.4,38.1035,19.4892,34.771,73.420282,0.921,7.19,1.85,9,False,overcast,night,above
9f8f1ca3-9e4f-4064-9faa-55990ef5e6a1,60.0,1015.813,0.2834,0.323456,-2.352,1015.53,8.6483,12.1318,18.2986,44.242309,0.7409,34.86,8.82,8,False,overcast,night,underground
5489809a-641b-4806-8aea-c856b03a37fc,60.0,992.77,-0.3611,0.151128,2.997,993.132,26.359,-6.4026,43.0529,70.679429,0.5757,16.37,2.27,8,False,overcast,night,underground
8615e29d-a87e-44c7-90dd-80b847a4785f,60.0,1017.644,0.4107,0.511996,-3.409,1017.234,-19.2567,10.009,29.2943,69.706049,0.7357,3.7,11.39,0,True,clear,morning,underground
3826112b-cf47-4ddd-8777-3a888410ca9d,60.0,1013.907,-0.5724,0.254654,4.751,1014.48,37.9423,11.963,57.7712,41.622929,0.9214,42.79,7.7,0,True,clear,afternoon,above
6527421e-52ab-417d-95e9-6d109f87d26c,60.0,1010.774,0.2297,0.3593,-1.906,1010.545,35.8618,-5.2342,39.4054,96.426085,0.5608,76.13,13.8,0,True,clear,evening,underground
49ed2488-d9e7-4087-944c-8afdcb03b4cb,60.0,1005.65,-0.2836,0.139464,2.354,1005.934,14.9164,11.7551,23.1677,43.128298,0.6276,1.84,3.79,8,False,overcast,evening,street_level
5625cda4-b1aa-41c2-b053-d3329354e122,60.0,996.075,-0.2365,0.117622,1.963,996.311,45.9873,-20.4307,53.7318,16.294675,1.0,17.8,-0.72,13,False,rain,night,street_level
9a0ee8a5-70f8-4266-90d8-ec6854ceee39,60.0,994.449,-0.7008,0.406792,5.817,995.15,24.2693,16.0722,38.4715,41.626898,1.0,59.41,10.24,1,True,overcast,morning,above
7258ba1d-c624-4c0d-a6a1-5ba39891d82b,60.0,1010.788,-0.8833,0.470543,7.331,1011.671,16.4233,2.6138,14.8086,47.991435,0.5722,5.07,3.07,12,False,clear,evening,above
c78deca2-4bf8-4aef-98da-c88659c925bc,60.0,999.04,-0.9955,0.159943,8.263,1000.035,17.899,5.6997,28.5711,51.177377,0.5284,10.98,1.5,19,False,rain,morning,above
84ee9a1f-ac22-4cde-9193-1a3ca47dadca,60.0,996.797,-1.764,0.374269,14.641,998.561,26.2135,17.0638,22.0536,80.619885,0.9339,5.56,2.03,9,False,rain,afternoon,above
39d54de6-f9a8-4832-9667-707e86bc2c25,60.0,1012.388,0.4853,0.125747,-4.028,1011.902,22.2499,-11.4077,52.0409,60.173703,0.655,63.3,15.4,0,True,clear,afternoon,underground
7a30f8f1-64a1-47a6-9666-90765a41bea0,60.0,1000.985,0.5715,0.674563,-4.744,1000.413,35.4374,-9.1444,72.4882,81.159356,0.572,50.98,10.72,0,True,clear,night,underground
8983901e-ef32-4f92-a93f-eeba1ca14573,60.0,1010.212,-0.154,0.380821,1.278,1010.366,3.7676,-27.6804,45.2806,58.075515,0.5767,45.88,14.27,0,True,rain,morning,underground
61586a71-08f9-4a0d-97e3-2b7e10e31e1a,60.0,993.907,0.9877,0.359226,-8.198,992.919,32.9609,10.5116,37.8957,81.376889,0.6779,49.94,8.2,2,True,clear,afternoon,underground
d84aefc9-7709-4c63-9a8b-3d98d37bdc2b,60.0,1011.672,0.1793,0.119001,-1.489,1011.493,2.4726,-21.8594,35.7653,11.332306,0.2253,13.38,1.12,12,False,overcast,evening,street_level
77feefdb-48e7-4693-9cc8-67fd66aa5d19,60.0,997.623,-1.4164,0.455086,11.756,999.039,40.0242,-9.3801,48.3245,77.602346,0.6884,49.79,11.97,4,True,overcast,night,above
c4fdb4ec-6eb5-4e71-a9bc-f02388ab3e61,60.0,1003.009,2.4152,0.602178,-20.046,1000.594,12.9097,-6.0725,40.5773,21.537038,0.0474,12.29,13.42,5,True,overcast,afternoon,street_level
2fdebe03-e5b3-49ed-8c77-65902077e6ec,60.0,1006.373,-0.1315,0.145403,1.091,1006.504,32.9137,-17.6154,19.8854,23.832283,0.5338,5.46,2.21,20,False,clear,morning,street_level
ed91736a-3432-4e07-82ee-8cff1f89ff26,60.0,1004.889,-1.8694,0.475247,15.516,1006.758,16.2897,-20.839,46.6123,98.030278,0.2465,17.46,1.75,9,False,rain,evening,above
061fbcf9-20ce-4a46-9a5e-7154bcad9cf5,60.0,998.582,-0.6303,0.379503,5.232,999.212,2.631,-10.966,-9.9426,52.79968,0.6956,8.94,2.25,16,False,overcast,afternoon,above
524323f9-f622-4804-af16-e2a57ba4dd9b,60.0,993.98,0.3915,0.586246,-3.249,993.588,37.6704,3.1227,37.842,46.379638,0.733,19.1,0.75,7,False,overcast,evening,underground
bc654139-3fd8-4953-9b41-7996ac588468,60.0,1006.859,0.7256,0.338111,-6.023,1006.133,42.6751,23.1207,41.8811,76.118198,1.0,48.49,9.2,0,True,overcast,evening,underground
9e20ee0a-0203-4718-ac93-c0739405e139,60.0,1003.268,-1.2041,0.302736,9.994,1004.472,7.8681,-37.964,73.6702,97.463533,0.8035,19.14,4.23,13,False,overcast,morning,above
3f6e1346-39d6-4374-857a-ec3093678d6f,60.0,1014.197,-1.025,0.224445,8.507,1015.222,24.3024,-8.7258,19.2701,43.744807,0.3405,11.24,2.35,11,False,rain,morning,street_level
10241b44-05a9-441e-8148-8f8631cf65ca,60.0,1009.249,0.4184,0.196215,-3.473,1008.83,2.6749,-45.9724,18.8735,62.106079,0.8203,108.37,11.91,1,True,overcast,afternoon,underground
2838cb12-d78b-4de9-a1e6-ccdf710aa26e,60.0,1013.557,-0.3959,0.597087,3.286,1013.953,38.143,-14.3488,26.8024,70.363323,0.4188,12.26,2.19,16,False,clear,afternoon,above
c9127d9d-a7b4-4c28-a496-335a17f558c9,60.0,994.04,0.152,0.101316,-1.262,993.888,36.6052,-26.5776,38.1505,18.432668,0.23,29.91,10.0,5,True,overcast,evening,street_level
d1706c62-4f50-43a3-a49c-37f3402d4b3e,60.0,997.413,-1.401,0.671801,11.628,998.814,10.9152,8.0482,31.7567,33.885376,0.2456,6.02,2.89,9,False,overcast,night,street_level
ab754c20-c732-4f55-8aa1-53de1103fff3,60.0,1010.729,0.0669,0.485617,-0.555,1010.662,0.4973,10.8572,32.6897,97.426883,0.4109,76.19,12.18,0,True,clear,evening,underground
abbd409b-a260-4584-82db-d7f5254a7cde,60.0,1006.637,-0.3284,0.404051,2.725,1006.965,24.8012,-3.7728,43.3978,40.006424,1.0,12.9,1.98,11,False,rain,night,above
d64bee5b-df33-4bb8-9d1a-8e692a1c442d,60.0,998.945,0.4367,0.476449,-3.625,998.508,16.4071,-10.5684,59.2224,102.443843,0.685,67.19,13.25,0,True,clear,morning,underground
03f9a9cb-c515-4d50-ae8b-5c744f21fbfd,60.0,997.392,0.4939,0.256395,-4.099,996.898,29.0767,-25.7971,41.1892,83.562606,0.9518,70.94,16.3,0,True,overcast,evening,underground
ceca2a93-5167-4aa1-83ef-87e9c102ac5d,60.0,1004.451,-0.6723,0.583006,5.58,1005.123,41.973,-5.2244,31.6655,68.501483,0.7352,7.36,2.49,17,False,rain,night,above
13b32ccf-f140-498c-af83-16717842511a,60.0,994.542,0.5742,0.510834,-4.766,993.968,7.0099,4.9693,33.9503,-3.265632,0.9551,13.99,5.72,11,False,rain,morning,underground
a20d1624-01ed-41dc-ad79-b5ca02fc5bdd,60.0,998.561,-0.6201,0.508339,5.147,999.181,13.7263,-15.2455,40.3851,63.938787,0.7767,12.73,2.89,14,False,clear,night,above
e91dc2e9-b79d-4e36-be7a-fa8726252e51,60.0,995.733,-1.3039,0.530983,10.822,997.037,14.6233,-12.9989,51.1435,81.683882,0.6953,60.03,9.0,0,True,overcast,evening,above
ec7a1468-1f7f-4d71-b6f0-df6e66bfb938,60.0,1004.023,-0.0719,0.013572,0.596,1004.095,12.7019,-20.1706,29.5991,32.705128,0.3016,9.14,9.87,3,True,overcast,night,street_level
067f16ca-23b0-4855-b7bb-6612fe19d6db,60.0,999.408,1.7063,0.231402,-14.162,997.702,27.2285,10.3509,46.7843,36.531167,0.3991,1.0,3.74,16,False,rain,afternoon,street_level
471939d8-f83b-4da4-8a08-9d39d6e071be,60.0,1011.39,0.4148,0.567693,-3.443,1010.975,25.9414,19.6807,19.1473,82.603864,0.7953,70.21,12.96,0,True,rain,evening,underground
ebee3def-3d07-4a3a-8573-c9d3dd454649,60.0,1012.762,0.9996,0.624466,-8.297,1011.762,11.4471,-3.4485,41.7135,70.266972,0.7845,23.67,6.9,0,True,rain,afternoon,underground
99293da0-ddf4-407f-a59d-f66144bbec6e,60.0,996.394,-0.6684,0.162989,5.548,997.063,43.0678,2.8242,48.017,56.908774,0.5933,14.61,1.87,18,False,rain,evening,above
cc52fd2e-80ab-4ecc-ad13-098671333ad4,60.0,1014.226,-0.3488,0.540038,2.895,1014.575,34.9469,3.3341,45.3009,87.396272,0.6729,43.41,7.81,2,True,clear,morning,above
f4975e88-e821-4c75-8c82-865d48aa1526,60.0,1011.738,0.0125,0.146567,-0.104,1011.725,12.1825,-19.7398,41.7513,45.501011,0.1654,7.67,2.68,3,False,overcast,night,street_level
a738f54f-dbaf-4310-9f16-0de5676e59ca,60.0,994.961,0.7698,0.644737,-6.389,994.191,16.3368,-31.9706,56.9943,38.296154,0.4847,34.03,9.06,1,True,clear,afternoon,street_level
ecfc085d-2a0d-481f-a136-25c92bdee3af,60.0,1014.761,1.3332,0.155858,-11.065,1013.428,40.4533,-24.355,42.8923,61.040138,0.321,22.93,13.18,1,True,rain,morning,underground
f0285120-8bcb-4a20-abf7-28b1d3d93583,60.0,1003.681,0.3263,0.108388,-2.708,1003.355,-0.0252,-11.2813,69.1262,102.071189,0.6511,26.8,12.27,2,True,clear,afternoon,underground
8f527091-7a78-4e0f-93c8-edd024be3da6,60.0,999.44,-0.4856,0.134,4.03,999.926,45.7268,-8.767,35.0261,58.000847,0.6782,33.77,5.81,1,True,rain,afternoon,above
b2130653-dab1-420b-b462-a3e1a956bcca,60.0,1002.242,0.7218,0.556584,-5.991,1001.52,7.3213,-11.4434,49.9618,82.577231,0.755,37.05,2.88,7,False,clear,evening,underground
f6306857-bf19-4662-bed4-9726971e8098,60.0,1018.377,0.7852,0.682508,-6.517,1017.591,14.9869,-24.3996,45.4809,42.706264,0.8733,85.88,11.13,1,True,clear,evening,underground
1f063936-8d44-44a6-8d03-9305e0303d02,60.0,1007.672,-0.5186,0.205943,4.305,1008.191,35.5458,2.7701,35.2416,29.206758,1.0,1.73,2.01,18,False,overcast,afternoon,above
562c8087-2f8c-479b-bf41-9d518f3a7ea1,60.0,1009.325,1.292,0.699032,-10.724,1008.033,3.588,-13.3648,27.7247,20.44116,0.2271,19.3,2.58,10,False,rain,evening,street_level
de414f4e-beac-42ec-ad08-0a32b59360e1,60.0,990.367,-0.0565,0.213729,0.469,990.423,17.2971,15.4803,33.7818,48.075743,0.2906,38.05,12.09,2,True,overcast,afternoon,above
bb69f0cb-ce20-4833-9c0f-095d90f0205e,60.0,1009.447,0.3428,0.107259,-2.845,1009.104,2.8788,-2.4964,21.2755,59.175352,0.4096,24.84,4.27,13,False,overcast,morning,underground
f16bf999-2e6c-41d7-bf3f-4b3053ac1167,60.0,993.17,-0.4581,0.300328,3.802,993.628,-0.0354,-26.9726,40.2368,78.925741,1.0,5.02,3.22,14,False,clear,morning,above
c69685fb-4990-4bf0-b2bb-873a91042f29,60.0,992.932,-2.7206,0.161409,22.581,995.653,18.9381,-15.4615,20.9992,55.81427,0.4981,13.77,3.06,8,False,rain,morning,street_level
1947032e-13ea-48b1-bee8-0dc6fbd41247,60.0,991.424,-1.8856,0.400744,15.65,993.31,12.668,-6.8811,49.7573,33.177542,0.554,76.72,8.15,4,True,overcast,afternoon,street_level
a01b5a8f-5768-4189-841e-f2a66f376720,60.0,992.803,-0.1617,0.499481,1.342,992.965,44.2397,-5.4224,28.5028,55.791682,0.5299,21.09,10.31,4,True,overcast,night,above
2093cb3b-2868-4dab-97bc-2f1edb7d796a,60.0,1014.215,-1.6562,0.394709,13.746,1015.871,-13.6729,-32.7646,20.5176,43.270795,0.4792,12.11,5.53,15,False,clear,evening,street_level
05788b80-ede0-4052-848c-0fe6d12aabec,60.0,1002.754,-0.2361,0.127987,1.96,1002.991,-1.3045,3.7605,17.2439,70.969275,0.5468,17.47,0.07,19,False,rain,afternoon,street_level
cb3c91bd-1526-4016-b417-71391950db29,60.0,998.57,0.8496,0.213541,-7.051,997.721,24.9376,-23.6162,24.3513,85.261,0.6341,18.44,5.63,5,False,clear,afternoon,underground
15a28249-8915-4392-b1f5-407da274b49d,60.0,996.152,0.6197,0.432254,-5.144,995.533,23.9978,-13.8844,16.5718,75.701672,0.643,58.83,11.28,0,True,clear,morning,underground
0fc8f17f-22aa-47bd-9dfb-5c2e345bf1dc,60.0,991.8,-3.3654,0.586153,27.932,995.166,24.6646,7.7336,54.7569,16.938904,0.7324,17.06,2.84,5,False,rain,evening,street_level
dd3c94b8-c34e-4644-841e-beadd338a3f2,60.0,1018.636,1.0452,0.206328,-8.675,1017.591,18.466,-29.3407,51.0222,81.859576,0.3058,33.08,3.18,10,False,clear,night,underground
3634c1cf-7ded-41c9-86b6-46bbcc3b6ec0,60.0,1002.193,-2.0121,0.204624,16.701,1004.205,40.1914,-18.2632,24.5752,12.403039,0.3467,1.5,1.97,8,False,overcast,afternoon,street_level
6b1a34bf-e133-4851-aea9-1c352acaad4c,60.0,1006.115,0.3329,0.029452,-2.763,1005.782,27.5995,-16.013,59.4945,28.116488,0.6457,89.07,10.53,3,True,overcast,morning,street_level
037333d8-448b-44c5-b4d7-d6a2654862eb,60.0,997.491,-1.4594,0.118975,12.113,998.951,19.9558,-25.8829,7.2824,57.97015,0.5852,15.99,2.7,15,False,overcast,afternoon,above
3814a998-6fa7-4f34-af04-e128df6621b7,60.0,1016.461,0.663,0.679295,-5.503,1015.798,14.837,3.6858,53.1341,112.143605,0.9465,72.71,15.81,0,True,rain,afternoon,underground
af0b2a22-ea26-4bb2-99bc-3d8e99d1b74b,60.0,1017.698,-0.206,0.348864,1.71,1017.904,6.5147,-38.1504,47.7378,20.373264,0.8606,52.18,10.55,3,True,overcast,afternoon,above
e5ed07ad-4d64-492d-8b3a-51afa9bea040,60.0,995.555,1.0588,0.231986,-8.788,994.496,18.8759,-9.5673,35.4253,41.881337,0.3915,70.86,11.92,0,True,overcast,night,underground
1a33526e-1737-4ed9-8fb3-2708b54001b8,60.0,991.994,-0.1231,0.09275,1.022,992.117,28.2356,-19.1082,48.4422,58.851287,0.5482,21.69,1.92,17,False,clear,morning,street_level
79bbf538-3d83-435f-be7c-c7c7543669f9,60.0,1007.995,-0.2098,0.149613,1.742,1008.205,16.0849,3.8059,56.0179,85.898532,0.3865,15.85,2.43,8,False,clear,night,street_level
7cdc5ae2-182f-426b-9edd-f89f8d2e5e61,60.0,999.698,0.1873,0.28578,-1.555,999.511,29.4331,-1.1256,63.3075,100.372101,0.5151,90.26,12.57,0,True,rain,evening,underground
3e667c8d-d3fb-482d-9357-e30cf2888ccc,60.0,990.555,0.1989,0.133583,-1.651,990.356,5.6161,0.1122,50.7439,-14.824212,0.5724,13.4,2.36,13,False,clear,evening,street_level
952caf26-da83-4190-aefe-c6da487fc462,60.0,998.96,-0.8486,0.456453,7.044,999.809,21.5357,-19.448,41.4465,46.750083,0.8717,7.74,1.23,5,False,clear,afternoon,above
86324b1f-710b-4252-9720-6d01b5d9d5c4,60.0,1003.381,-0.8921,0.552054,7.405,1004.273,13.2916,-10.3397,37.0556,79.067997,0.4055,10.36,2.79,1,False,overcast,evening,above
4e28c341-4f17-42c1-8d0d-1290373099fa,60.0,999.846,-0.4872,0.322032,4.044,1000.333,25.2105,29.7183,46.809,102.757166,0.5884,7.81,1.95,16,False,clear,evening,above
